drug_name,medical_condition,drug_classes,activity,pregnancy_category,rating,no_of_reviews,side_effect_categories
1935,Hypertension,34,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite']"
2523,Hypertension,94,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
2525,Hypertension,219,1.0,3,7.2,27.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological']"
2562,Hypertension,93,1.0,2,0.0,0.0,['other']
2564,Hypertension,94,1.0,2,0.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'weight_appetite']"
2596,Hypertension,150,1.0,1,2.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'hearing']"
2855,Hypertension,3,1.0,3,8.3,5.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision']"
2859,Hypertension,82,1.0,2,5.6,19.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure', 'diabetes']"
24,Hypertension,3,0.0,3,4.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision', 'weight_appetite']"
26,Hypertension,100,0.0,1,9.7,3.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
149,Hypertension,208,0.0,2,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
151,Hypertension,33,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'mental_health', 'sexual_health', 'weight_appetite']"
161,Hypertension,164,0.0,3,8.5,4.0,"['gastrointestinal', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
160,Hypertension,219,0.0,3,6.9,29.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological']"
235,Hypertension,208,0.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular']"
234,Hypertension,209,0.0,1,5.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'weight_appetite']"
246,Hypertension,109,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'weight_appetite', 'blood_pressure']"
247,Hypertension,164,0.0,3,7.5,20.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision', 'weight_appetite']"
250,Hypertension,2,0.0,3,2.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
251,Hypertension,21,0.0,3,8.5,13.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
351,Hypertension,22,0.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision']"
403,Hypertension,22,0.0,3,7.4,25.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
402,Hypertension,23,0.0,3,5.0,44.0,"['allergic', 'neurological', 'renal']"
488,Hypertension,99,0.0,2,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'weight_appetite']"
527,Hypertension,100,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'blood_pressure', 'diabetes']"
606,Hypertension,22,0.0,3,5.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision']"
619,Hypertension,3,0.0,3,0.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite']"
631,Hypertension,93,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
704,Hypertension,238,0.0,2,0.0,0.0,"['gastrointestinal', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision', 'sexual_health', 'blood_pressure']"
771,Hypertension,93,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'vision']"
772,Hypertension,93,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'vision']"
834,Hypertension,93,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
835,Hypertension,109,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite', 'blood_pressure']"
862,Hypertension,82,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure', 'diabetes']"
863,Hypertension,82,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
864,Hypertension,82,0.0,2,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
919,Hypertension,150,0.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'hearing']"
1034,Hypertension,238,0.0,2,0.0,0.0,"['gastrointestinal', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision', 'sexual_health', 'blood_pressure']"
1035,Hypertension,238,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'sexual_health', 'weight_appetite', 'blood_pressure', 'diabetes']"
1101,Hypertension,82,0.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure', 'diabetes']"
1130,Hypertension,23,0.0,3,4.9,41.0,"['allergic', 'neurological', 'renal']"
1131,Hypertension,22,0.0,3,7.4,25.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
1168,Hypertension,3,0.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
1189,Hypertension,274,0.0,3,0.0,0.0,"['neurological', 'renal', 'muscle_pain', 'systemic']"
1217,Hypertension,100,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'blood_pressure', 'diabetes']"
1350,Hypertension,3,0.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
1423,Hypertension,274,0.0,2,0.0,1.0,"['gastrointestinal', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'sexual_health']"
1479,Hypertension,33,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
1480,Hypertension,82,0.0,2,0.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'vision']"
1481,Hypertension,274,0.0,3,8.0,1.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'vision']"
1483,Hypertension,3,0.0,3,4.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision', 'weight_appetite']"
1484,Hypertension,208,0.0,2,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
1507,Hypertension,12,0.0,2,8.0,3.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'vision']"
1549,Hypertension,9,0.0,1,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
1592,Hypertension,93,0.0,2,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'weight_appetite']"
1665,Hypertension,93,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
1719,Hypertension,82,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure']"
1731,Hypertension,3,0.0,3,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
1763,Hypertension,208,0.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'weight_appetite', 'blood_pressure']"
1764,Hypertension,35,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'vision', 'weight_appetite']"
1825,Hypertension,209,0.0,1,1.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'weight_appetite']"
1837,Hypertension,35,0.0,2,7.5,3.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
1853,Hypertension,20,0.0,3,8.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
1922,Hypertension,164,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'weight_appetite', 'blood_pressure']"
1942,Hypertension,93,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular']"
1949,Hypertension,93,0.0,2,0.0,1.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'vision', 'blood_pressure']"
2139,Hypertension,188,0.0,1,6.0,3.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'weight_appetite']"
2176,Hypertension,2,0.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
2464,Hypertension,93,0.0,2,0.0,1.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'vision', 'blood_pressure']"
2517,Hypertension,2,0.0,3,9.0,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'systemic', 'mental_health', 'blood_pressure']"
2526,Hypertension,164,0.0,3,8.5,4.0,"['gastrointestinal', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
2534,Hypertension,82,0.0,3,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'weight_appetite', 'blood_pressure', 'diabetes']"
2536,Hypertension,82,0.0,3,9.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'mental_health', 'weight_appetite']"
2535,Hypertension,82,0.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'mental_health', 'weight_appetite']"
2604,Hypertension,188,0.0,2,4.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite']"
2606,Hypertension,2,0.0,3,9.0,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'systemic', 'mental_health', 'blood_pressure']"
2605,Hypertension,20,0.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'mental_health', 'blood_pressure']"
2631,Hypertension,164,0.0,3,7.5,20.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision', 'weight_appetite']"
2667,Hypertension,21,0.0,3,8.4,11.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
2749,Hypertension,3,0.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
2752,Hypertension,35,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'vision', 'weight_appetite']"
2846,Hypertension,238,0.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
1674,Hypothyroidism,244,100.0,0,5.1,468.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2502,Hypothyroidism,244,54.0,0,6.3,89.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
321,Hypothyroidism,244,25.0,0,6.6,124.0,['allergic']
1675,Hypothyroidism,244,18.0,0,6.6,17.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
888,Hypothyroidism,244,11.0,0,6.9,39.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite', 'blood_pressure']"
2574,Hypothyroidism,244,11.0,0,6.7,50.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'mental_health', 'vision', 'weight_appetite']"
1240,Hypothyroidism,244,7.0,0,1.1,92.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1691,Hypothyroidism,244,7.0,0,6.3,69.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite', 'blood_pressure']"
1919,Hypothyroidism,244,7.0,0,6.3,28.0,['allergic']
2709,Hypothyroidism,244,7.0,0,7.3,3.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'mental_health', 'vision', 'weight_appetite']"
2811,Hypothyroidism,244,6.0,0,10.0,2.0,['allergic']
1669,Hypothyroidism,244,5.0,0,0.0,1.0,['other']
2560,Hypothyroidism,244,5.0,0,10.0,1.0,['other']
2575,Hypothyroidism,244,5.0,0,1.0,3.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'mental_health', 'vision', 'weight_appetite']"
1980,Hypothyroidism,244,2.0,0,3.0,129.0,['allergic']
2643,Hypothyroidism,244,1.0,0,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
2813,Hypothyroidism,244,1.0,0,5.2,15.0,['allergic']
550,IBD (Bowel),125,96.0,2,7.6,31.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'blood_pressure']"
1789,IBD (Bowel),0,74.0,1,7.3,14.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1678,IBD (Bowel),0,53.0,1,5.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
326,IBD (Bowel),0,52.0,1,9.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
2093,IBD (Bowel),0,49.0,1,8.5,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
298,IBD (Bowel),0,45.0,1,9.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
2268,IBD (Bowel),68,39.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
1543,IBD (Bowel),68,38.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
327,IBD (Bowel),0,37.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
918,IBD (Bowel),0,35.0,1,10.0,1.0,"['gastrointestinal', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'blood_pressure']"
2320,IBD (Bowel),0,32.0,1,0.0,0.0,"['gastrointestinal', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'sleep_disorder']"
1178,IBD (Bowel),124,31.0,2,7.9,12.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'blood_pressure']"
1491,IBD (Bowel),124,17.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'systemic', 'sleep_disorder', 'vision', 'sexual_health', 'weight_appetite']"
1787,IBD (Bowel),58,9.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1532,IBD (Bowel),66,8.0,3,1.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite']"
876,IBD (Bowel),152,5.0,1,7.0,3.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological']"
1371,IBD (Bowel),152,5.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological']"
854,IBD (Bowel),124,4.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'sexual_health', 'weight_appetite', 'blood_pressure']"
858,IBD (Bowel),124,3.0,2,0.0,0.0,"['allergic', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
855,IBD (Bowel),124,2.0,2,0.0,0.0,"['allergic', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
2419,IBD (Bowel),124,2.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'systemic', 'sleep_disorder', 'vision', 'sexual_health', 'weight_appetite']"
396,IBD (Bowel),66,1.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite']"
2051,Incontinence,266,97.0,1,5.7,74.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'vision']"
1892,Incontinence,266,48.0,2,4.3,80.0,"['allergic', 'renal', 'muscle_pain', 'cardiovascular', 'vision', 'blood_pressure']"
2762,Incontinence,266,38.0,2,6.6,41.0,"['gastrointestinal', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'vision']"
961,Incontinence,266,20.0,2,6.1,7.0,"['allergic', 'neurological', 'renal', 'muscle_pain']"
